ACCELEROMETER X (m/s2),ACCELEROMETER Y (m/s2),ACCELEROMETER Z (m/s2),GYROSCOPE X (rad/s),GYROSCOPE Y (rad/s),GYROSCOPE Z (rad/s),MAGNETIC FIELD X (T),MAGNETIC FIELD Y (T),MAGNETIC FIELD Z (T),LABEL,SUBJECT
-8.2815,-0.0778,1.385,-0.9291,0.1985,-0.0848,-9.3,-25.5,-9.7,2,2
-9.9228,1.0918,2.2913,1.2107,-0.5718,-0.477,-4.2,-22,-11.9,2,2
-7.6674,1.1791,2.5857,-0.278,0.5693,0.0209,-4.86,-25.32,-9.39,2,2
-10.2759,-0.4717,0.6345,-0.4191,0.1722,0.0148,-5.4,-26.7,-9.5,2,2
-9.2823,-1.7119,1.4018,0.1179,-0.7453,1.1076,-2.2,-24.8,-12,2,2
-9.7444,2.8084,4.8004,-0.0831,-0.0917,-0.0769,-4.59,-27.68,-11.49,2,2
-9.56,0.7111,1.9728,0.055,-0.2132,-0.5814,-2.3,-27,-12.1,2,2
-7.2532,-1.4581,5.0039,0.8851,-0.3989,-0.2668,1.3,-26.1,-11.6,2,2
-9.347,1.6532,4.476,0.587,0.4734,-0.1642,2.63,-30.05,-4.03,2,2
-9.9754,-0.0204,1.3838,2.0287,-0.57,-1.0891,6.32,-29.68,8.08,2,2
-8.5269,-0.0479,3.4608,2.7886,-0.5364,-1.3114,17.84,-4.56,23.17,2,2
-8.7317,1.0199,4.8147,0.8521,0.2809,-0.2094,15.67,22.45,17.41,2,2
-9.566,0.6369,2.1416,-0.0043,0.1582,-0.1862,12.5,26.5,15.7,2,2
-11.072,-0.146,1.3216,-0.0709,-0.9994,0.5126,8.17,30.56,11.32,2,2
-8.6526,1.6747,4.7513,-0.2627,0.5039,-0.0921,9.19,29.35,5.65,2,2
-9.7947,0.9337,1.4617,-0.0483,-0.1051,-0.2925,10.1,26.4,11.3,2,2
-8.7376,1.397,5.5605,-0.2401,-0.2603,0.0398,7.9,26.8,14.2,2,2
-10.5357,-0.1006,1.4988,0.0287,-0.3892,0.1877,8.5,26,7.9,2,2
-10.0377,1.1181,1.9573,0.0024,-0.187,-0.1825,4.86,25.33,13.82,2,2
-7.2496,1.2522,2.3475,0.19,0.262,0.4644,-0.2,26.4,10.41,2,2
-11.819,4.9752,6.1734,-0.2976,1.0971,-0.2762,38.74,11.56,25.03,3,2
-3.6823,2.575,0.577,0.6584,0.6207,0.2113,36.02,11.78,27.26,3,2
-8.8729,1.3455,-0.8464,0.6278,-1.0171,0.9028,35.2,10.5,27.1,3,2
-7.2221,4.3491,-0.243,-0.5866,1.1552,-0.2291,30.3,4.28,34.23,3,2
-5.187,2.3272,-0.8104,-1.6525,0.1063,-0.2359,24.34,-10.76,42.22,3,2
-12.6677,1.7933,1.1528,-2.2359,0.8064,0.4789,15.77,-35.32,30.94,3,2
-10.6422,3.8846,0.6572,-1.1327,1.5235,-0.3153,12.27,-40.06,9.9,3,2
-5.2505,1.9118,-0.4585,-0.2665,1.336,0.879,15.18,-36.63,0.94,3,2
-9.0106,0.2334,0.9768,0.805,-0.0873,-0.1729,17.36,-33.98,-3.75,3,2
-6.3841,2.7007,1.3288,-1.9323,0.9707,0.0091,18.4,-34.7,-3.9,3,2
-4.7178,2.6228,0.0982,0.2967,-0.6579,0.072,18.69,-36.68,-4.03,3,2
-11.7867,0.9577,3.2645,1.9638,0.6579,-0.4264,18.6,-39.1,-2.4,3,2
-15.506,3.6308,4.6567,0.1666,0.5412,-0.628,21.02,-45.37,11.58,3,2
-6.2333,1.2007,1.7334,1.5099,-1.1472,0.127,29.47,-34.86,38.57,3,2
-4.2341,0.1844,-0.5064,2.4891,-1.656,-0.5651,37.96,-8.3,44.24,3,2
-10.6805,4.8602,2.6133,-1.1009,0.066,0.2822,39.38,11.71,30.32,3,2
-3.468,2.1907,-0.2741,0.9992,-0.2791,-0.3678,38.95,14.79,24.06,3,2
-8.1259,0.8679,0.729,0.9046,-1.0794,0.0903,38.43,12,27.03,3,2
-16.915,4.7657,4.4879,-2.3764,0.7147,-0.7997,37.4,11.96,26.03,3,2
-5.6503,2.6683,-0.5183,0.692,0.1558,-0.1204,33.49,12.23,29.42,3,2
-4.1887,0.5279,-0.4417,-0.4931,-0.2645,0.4135,30.94,8.17,33.09,3,2
-11.3737,4.0474,-3.5195,-2.1162,1.0776,-0.1173,26.22,-5.87,39.95,3,2
-8.1367,1.0175,-1.0008,-1.4235,0.4924,-1.3397,16.76,-32.59,35.9,3,2
-6.2836,-0.3783,-0.9804,-1.2139,0.1393,-0.0825,15.29,-38.79,9.67,3,2
-17.0443,3.3615,-3.6093,-0.9592,0.6634,0.8973,16.35,-37.78,5.42,3,2
-9.3122,2.5582,1.6269,0.9119,1.0214,-0.0923,19.1,-34.5,-0.6,3,2
-5.4001,-0.7195,-0.3831,0.3896,-1.5522,0.9321,22.16,-35.45,0.22,3,2
-9.4104,1.8148,0.3639,-0.6061,0.3879,-1.0654,22.83,-36.98,0.18,3,2
-2.6348,0.2933,-1.2713,1.9894,0.3183,0.4459,24.37,-39.2,3.09,3,2
-10.6482,1.2103,-0.0287,2.0414,-1.1814,0.5198,26.27,-42.88,23.92,3,2
-12.7623,2.2769,-0.9194,1.3322,-0.6457,-0.5205,33.79,-25.71,43.54,3,2
-8.0254,1.1325,-0.4764,0.8386,0.6274,0.7941,39.26,11.44,35.48,3,2
-5.5174,0.1341,0.7757,0.9345,-0.5375,0.2687,37.7,13.8,33.2,3,2
-12.4415,3.6547,3.7194,-2.2493,-0.8039,-0.5492,37.36,15.9,26.02,3,2
-2.2254,1.8004,0.1556,1.2222,-0.1906,-0.4411,36.52,15.36,25.98,3,2
-10.137,-0.1748,-0.5626,0.6718,-0.7373,0.758,32.6,14.4,29.19,3,2
-15.0978,3.8355,-1.7011,-3.4228,0.6182,-1.8003,34.45,11.39,25.75,3,2
-7.094,2.0865,-1.7681,-1.253,-0.0317,-0.6494,26.74,1.67,37.3,3,2
-2.6492,-0.1018,-2.7438,-1.399,0.4912,0.3744,20.66,-24.08,40.1,3,2
-14.9207,2.6767,-4.367,-1.892,0.5486,0.3573,15.34,-39.21,16.71,3,2
-6.9767,2.6516,1.0104,0.9076,-0.5644,-1.0898,15.12,-36.11,-0.01,3,2
-4.974,-1.4485,0.2945,0.1385,-0.0165,-0.0899,20.16,-33.2,-2.47,3,2
-16.5487,3.7421,-4.2413,-1.5004,-0.3017,1.2809,21.55,-34.79,-1.22,3,2
-7.8039,1.2234,1.3288,1.8404,0.215,-0.661,22.05,-36.44,-1.75,3,2
-5.6204,0.1437,1.2833,1.8257,-1.1014,0.4685,23.1,-39.9,2.6,3,2
-10.8888,2.5151,1.8926,1.1813,0.4484,0.0745,25.96,-42.23,28.74,3,2
-4.6052,0.4609,-0.4274,2.4097,-0.8436,0.039,36.27,-8.54,45.38,3,2
-3.3734,-1.0714,0.6285,0.9815,-0.0098,0.4025,38.72,8.27,37.92,3,2
-17.5184,4.7513,-2.9784,-0.264,0.281,1.0164,38.8,15.73,23.68,3,2
-7.1132,1.5993,0.9361,0.0457,1.2596,0.397,36.14,17.73,23.12,3,2
-5.8742,-1.3791,-3.1855,-2.0551,-2.4184,0.1246,35.1,15.38,25.32,3,2
-5.7497,0.8523,1.5993,-0.6257,-0.7856,-0.4118,33.68,15.65,26.88,3,2
-2.3571,1.2282,-0.7841,-0.1547,1.6402,0.9071,32.9,14.4,28.3,3,2
-18.4018,4.6112,8.3282,0.9748,-0.5314,0.4172,31.29,13.27,30.54,3,2
-8.5617,1.8483,0.2969,-0.6299,0.5486,-0.7539,30,13.5,31.1,3,2
-2.0363,1.4509,0.9553,-1.1956,-0.0971,0.3781,26.9,9.3,35.8,3,2
-14.1282,1.9357,-1.4748,-2.0759,1.6701,-0.2102,22.95,-8.79,41.64,3,2
-12.2727,2.8647,-0.3795,-1.7845,0.3849,-0.5004,20.05,-30.39,32.73,3,2
-5.8275,4.3646,0.8619,-1.421,0.4667,0.8417,16.67,-38.12,14.9,3,2
-15.518,4.5274,8.576,0.8288,-0.0226,-0.7166,17.12,-36.1,4.12,3,2
-5.0613,1.4042,0.9792,0.02,0.1992,-0.614,18.51,-35.45,1.61,3,2
-7.7405,1.8902,-2.8539,-0.4638,0.5761,1.474,20.32,-35.95,-0.21,3,2
-16.7762,4.4005,6.7768,-0.1425,-0.7446,-0.6995,22.05,-36.22,-1.61,3,2
-7.6255,0.656,1.154,1.0267,0.1301,0.0763,21.69,-40.18,1.16,3,2
-16.3476,3.2537,0.1951,1.2375,-0.587,0.1808,24.82,-43.03,25.84,3,2
-14.2718,2.9137,5.1954,1.1452,-0.5009,-0.5309,34.47,-23.4,43.97,3,2
-7.8685,1.6532,-0.9673,0.8697,0.2719,-0.132,36.37,2.05,44.72,3,2
-5.3439,0.838,-1.172,1.0157,-0.0244,0.5112,38.75,15.64,26.3,3,2
-12.2404,1.2821,1.6867,0.7989,-1.2297,-0.46,38.4,15.1,27.5,3,2
-13.7918,4.7884,2.9281,-1.0527,1.9731,-0.1204,35.79,16.43,25.68,3,2
-8.7424,3.4417,-2.5929,-0.3306,0.8955,0.8442,34.69,16.05,24.9,3,2
-14.1641,5.3451,5.1356,0.7451,-0.7446,-0.0117,34.1,12.68,26.89,3,2
-10.1454,2.6228,1.1636,-1.3831,0.4087,-1.2248,32.33,11.4,28.14,3,2
-2.9185,2.393,0.5399,-1.9561,1.055,0.1276,27.44,1.48,36.68,3,2
-10.3501,1.8124,-1.9142,-2.3923,0.303,1.7953,22.27,-17.87,40.44,3,2
-15.688,3.055,-2.2817,-2.4974,1.0861,0.2651,13.73,-38.89,17.78,3,2
-6.3518,2.1751,-0.6476,0.2002,0.5254,-0.4881,15.31,-36.8,3.87,3,2
-11.6191,0.7242,2.0111,0.1752,-1.229,0.2058,16.36,-34.5,-0.69,3,2
-14.0923,4.3443,0.0587,-0.9042,-0.2547,0.6456,16.6,-34.5,-2,3,2
-4.2449,2.0339,0.067,0.2137,0.8607,0.557,18.13,-35.92,-2.32,3,2
-9.1662,-1.4557,-0.3903,0.8099,-1.7782,0.5809,18.72,-36.98,-3.27,3,2
-18.2941,3.3686,1.9417,-0.046,0.8894,-0.5498,22.47,-40.84,3.22,3,2
-4.2569,1.3455,-1.0953,1.5625,-0.1081,0.2901,27.38,-42.05,23.41,3,2
-18.342,3.9109,6.3291,1.2283,-1.3439,-1.0593,32.1,-30.25,40.78,3,2
-11.8705,3.2633,-1.2402,0.1752,0.4863,0.226,38.6,-0.14,43.88,3,2
-4.4029,2.2793,0.3388,0.932,0.1301,0.025,38.55,16.18,22.67,3,2
-3.5937,-0.7925,0.8308,1.265,-1.5986,-0.1094,39.49,13.88,25.31,3,2
-18.0271,4.4412,-2.6552,-1.2762,0.7978,-0.7026,37.11,15.23,24.61,3,2
-1.4868,1.5024,0.4381,0.3389,0.391,0.3261,35.3,15.4,26,3,2
-11.3713,0.6835,0.3388,0.2485,-0.4068,0.5387,32.76,12.26,30.96,3,2
-16.5296,6.3015,0.267,-1.6244,1.0593,-0.2383,32.42,11.5,29.83,3,2
-7.7093,2.5762,-0.9038,-1.9952,-0.3567,0.2498,27.25,0.69,38.31,3,2
-5.2086,1.6281,-0.2478,-1.3886,0.8461,0.5125,19.86,-20.02,42.07,3,2
-9.1734,2.1656,-1.4988,-1.9079,0.7166,0.7214,15.54,-38.97,17.43,3,2
-6.9947,2.7916,1.9609,1.1947,0.2786,-0.6024,12.98,-36.86,4.17,3,2
-5.1595,-0.3436,-0.6081,-0.6525,0.2816,-0.5413,15.24,-35.75,0.23,3,2
-9.9156,5.3678,-4.2198,-0.5298,1.6225,1.3548,18.94,-35.24,-0.15,3,2
-16.113,5.2361,7.4962,0.6083,-1.2162,-1.0281,21.05,-35.73,-2.12,3,2
-6.7277,0.923,0.2119,-0.7992,0.413,-0.3568,22.43,-36.17,-1.56,3,2
-2.7761,2.1739,-1.3384,-0.17,-0.0354,0.5546,23.63,-41.99,8.36,3,2
-14.2515,-0.1784,-0.237,1.3193,-1.532,-0.8846,25.03,-43.45,18.23,3,2
-6.0226,0.8966,0.5722,1.8471,-0.5174,-0.1888,30.27,-30.35,44.28,3,2
-2.8814,0.674,1.0211,1.4256,0.8412,0.3524,41.39,5.3,36.87,3,2
-12.311,0.8188,-0.1113,1.2497,-1.9737,0.0903,38.71,15.61,24.6,3,2
-15.8101,4.142,4.9871,-1.3563,0.9603,1.1227,37.98,15.34,26.3,3,2
-5.6874,2.2015,1.0534,-0.0973,0.8216,0.9126,34.02,19.25,21.97,3,2
-16.4434,2.5043,3.9193,0.7134,-1.3274,0.5876,33.85,14.26,29.12,3,2
-8.4851,2.4313,0.5171,-0.3441,0.3348,-0.4888,34,13.6,27.1,3,2
-3.0287,1.5514,0.3268,-0.1926,0.0599,-0.4161,32.7,11.4,29.3,3,2
-11.4527,3.4728,-0.1305,-1.6366,-0.4172,0.6872,27.89,-1.68,37.67,3,2
-14.3592,5.9304,-0.8811,-1.3831,0.4502,-0.0239,19.92,-22.81,39.6,3,2
-8.9388,4.2976,1.6724,-0.6562,-0.4099,-1.0953,15.84,-38.4,18.78,3,2
-8.8753,-0.2418,0.8739,-0.6287,-0.0886,-0.5462,18.06,-35.05,2.81,3,2
-15.9322,3.8666,-2.0267,-0.2793,-0.0262,0.7916,17.2,-34.9,0.1,3,2
-11.3365,3.6835,3.966,1.5502,1.058,-0.8015,17.16,-34.53,-3.28,3,2
-5.8658,-0.1389,0.4693,0.2185,0.5681,-0.7862,23.71,-33.51,-2.93,3,2
-10.7368,2.4134,0.1975,-0.7827,-0.0256,0.8185,17.94,-40.25,-0.41,3,2
-16.2363,4.6986,8.4671,2.2222,0.0312,-0.4417,21.69,-41.98,5.92,3,2
-5.1068,-0.3974,0.3651,1.1367,-0.3555,-0.5431,26,-42.77,25.39,3,2
-14.8033,2.4337,0.3208,1.2949,-0.8418,0.0952,36.8,-19.8,44.08,3,2
-13.1346,2.6085,5.4037,1.8935,-0.9089,-1.3611,42.24,4.13,34.73,3,2
-8.5892,3.2597,3.735,0.736,-0.0043,-0.4723,38.58,16.58,27.99,3,2
-3.8259,1.1025,-0.3783,-0.5102,1.0996,1.1227,35.6,19.3,21.41,3,2
-12.7012,-0.2658,1.8759,0.8447,-0.5485,0.3536,36.8,15.83,25.47,3,2
-5.4133,1.4054,-1.7083,0.5912,1.4362,-0.3867,35.71,12.98,28.36,3,2
-3.395,1.895,-0.8619,0.6859,-0.562,-0.2114,32.17,14.5,27.54,3,2
-10.3621,1.0235,0.2646,-0.702,-1.0134,0.3549,28.85,7.31,37.39,3,2
-18.5802,4.8459,-3.0646,-1.892,-0.1802,-0.0379,23.74,-15.02,40.81,3,2
-7.835,2.32,-1.1456,-1.3062,-0.0067,-0.942,18.71,-34.42,31.09,3,2
-5.861,0.99,-0.1712,-0.8095,0.383,-0.3959,17.81,-35.98,6.95,3,2
-11.4682,3.5662,4.8135,-2.9457,0.2102,0.3213,17.5,-35.6,4,3,2
-4.4017,2.5738,0.741,0.5661,0.1979,0.0592,19.37,-32.66,-2.33,3,2
-7.3598,-1.2546,1.2498,-0.608,-0.7324,0.0378,19.91,-34.04,-1.96,3,2
-17.5651,6.8869,-3.3411,-0.545,0.8265,0.8295,18.28,-37.35,-1.58,3,2
-12.5911,2.8874,3.3184,1.6235,0.2828,0.24,20.61,-38.34,-0.62,3,2
-3.6236,0.1891,-1.0702,1.1611,-1.3451,0.0317,22.93,-44.83,17.25,3,2
-13.6362,3.2836,-0.1832,1.5331,-0.1044,-0.1253,32.71,-32.81,37.71,3,2
-12.1111,3.5171,4.7681,2.0976,0.3018,-0.4362,38.8,-6.07,42.12,3,2
-7.7237,1.5706,1.0582,0.2228,-0.0562,0.2455,39.6,8.21,34.71,3,2
-3.6021,1.2127,0.7829,0.1092,-0.2541,0.1783,36.49,19.26,19.28,3,2
-10.1849,-1.0403,-0.2466,0.5753,-1.0397,-0.2859,37.15,15.52,22.81,3,2
-15.7096,5.3486,-1.9573,-1.9983,1.2816,-0.3538,36.47,14.39,23.41,3,2
-4.0043,2.3619,-0.158,0.444,-0.3512,-0.0434,33.21,14.61,26.59,3,2
-10.6554,1.6089,0.6788,-0.8975,-0.1393,0.3322,32.12,12.38,29.75,3,2
-13.2483,4.7309,-1.1313,-1.8529,0.8131,-0.1473,30.6,11.2,31.3,3,2
-11.1091,3.3471,1.7645,-1.8144,0.0483,-0.0385,22.89,-12.44,42.81,3,2
-8.2983,1.6029,-1.3587,-1.837,0.2816,0.2449,16.81,-32.97,34.44,3,2
-11.8908,4.4029,0.079,-1.0142,0.5761,0.3939,15.03,-39.65,13.07,3,2
-12.8485,3.14,4.1061,0.3438,-0.1539,-0.7044,16.26,-36.18,2.12,3,2
-8.6371,-0.0611,0.8128,-0.5768,0.5296,-1.0422,17.3,-35.7,0.8,3,2
-3.0969,2.0961,-0.5016,-0.319,0.0025,1.1245,19.62,-34.94,-1.16,3,2
-11.7795,0.9744,0.5638,0.3511,-1.5406,0.2907,20.63,-35.06,-3.28,3,2
-16.0028,5.4899,0.4908,0.436,0.9218,-0.9292,20.55,-36.86,-2.83,3,2
-4.0965,0.6416,-0.4501,0.8765,-0.3323,0.6255,25.6,-39.7,4.61,3,2
-12.985,-0.0359,0.1173,2.1617,-1.4606,-0.545,25.81,-43.19,22.63,3,2
-14.8919,5.375,-0.0694,1.1746,-0.0293,-0.3049,33.67,-22.35,44.55,3,2
-9.5744,-0.8284,-0.9876,0.9461,-0.0989,0.5198,38.27,8.46,38.82,3,2
-9.432,2.5738,0.8703,0.1813,0.2712,-0.5883,37.1,13.5,34.1,3,2
-5.8969,1.7681,1.3312,-0.6312,0.6866,0.9315,36.83,14.96,28.85,3,2
-10.0078,-1.2821,0.4501,1.0762,-1.4031,-0.2585,35.89,13.11,29.13,3,2
-9.0561,2.4517,0.1305,-0.6049,0.3757,-0.1852,33.01,12.65,30.21,3,2
-5.1248,2.1225,1.9872,-0.8841,-0.5198,0.2412,31.7,10.6,32.6,3,2
-9.2919,2.8431,-0.6823,-1.7564,0.0862,0.2822,25.92,-7.4,40.9,3,2
-13.0161,0.5471,-2.2098,-3.3672,1.1295,0.3225,14.31,-37.2,25.97,3,2
-13.1968,3.9037,4.3251,-0.2976,-0.5687,0.3872,21.13,-36.14,6.52,3,2
-7.5238,0.4046,2.1249,1.5631,-1.5754,-0.107,21.34,-31.43,-1.56,3,2
-7.8733,1.8842,2.8407,-1.9995,1.562,-0.7007,18.72,-35.66,-0.94,3,2
-7.0102,2.1919,-3.644,0.9931,0.5712,1.0799,23.01,-36.24,0.33,3,2
-13.5691,0.9984,0.9984,1.0927,-1.1826,-0.179,20.98,-37.78,-1.69,3,2
-11.3413,0.5016,1.9956,1.7488,-0.0629,-0.7716,22.75,-45.07,17.3,3,2
-8.77,0.753,2.1739,2.2753,0.0862,0.912,31.47,-28.68,42.68,3,2
-6.5864,0.0634,0.2155,2.8495,0.0507,-0.2572,34.16,0.53,46.47,3,2
-13.0628,4.0019,2.7497,-1.4632,0.3659,-0.3354,41.68,9.16,28.44,3,2
-5.0901,1.8591,-0.2993,0.0689,-0.2755,-0.1118,36.83,17.81,21.19,3,2
-7.3203,-0.267,0.9038,-0.5255,0.2279,-0.1399,35.26,16.04,26.86,3,2
-12.5169,6.8211,-2.2386,-1.2671,0.9041,-0.1931,36.56,12.06,25.39,3,2
-13.0735,5.3846,4.1108,0.2576,-0.127,-0.1552,32.4,13.74,27.87,3,2
-6.8929,0.7841,0.1101,-1.4961,1.1515,-0.3006,29.13,6.63,36.96,3,2
-10.1442,4.0869,-4.0031,-1.79,0.8247,1.0867,26.43,-3.83,40.82,3,2
-11.1223,6.0537,2.6635,-0.9152,0.2376,-0.2493,18.62,-32.66,33.46,3,2
-6.5266,0.929,-1.5419,-0.5652,0.7599,-0.7557,13.49,-38.66,7.38,3,2
-4.4712,1.737,2.7689,0.3487,0.383,1.0506,17.18,-35.58,2.12,3,2
-10.0353,-0.1879,2.9401,-0.1742,-0.7538,-0.3507,18.4,-34.3,-0.6,3,2
-14.4741,1.4281,1.919,-0.0386,-0.0666,-0.6335,21.68,-36.34,3.35,3,2
-5.8442,1.1672,-0.0024,-0.5279,0.496,1.4336,23.4,-37.3,4.6,3,2
-15.2092,0.5363,0.1221,-0.3404,-0.4093,0.2467,22.6,-39.4,4.4,3,2
-9.5193,-0.0108,2.2853,-0.0062,-0.0044,0.002,20,-31.1,4.3,4,2
-9.4798,-0.0479,2.3379,0.0153,-0.0037,-0.0169,20.1,-31.1,4.5,4,2
-9.5002,-0.0335,2.3691,-0.0037,-6.00E-04,-0.0126,20.2,-30.9,4.3,4,2
-9.4751,-0.0958,2.2709,0.011,0,-4.00E-04,20,-30.9,4.5,4,2
-9.5122,-0.1221,2.2685,0.0146,-0.003,-0.0071,20.2,-30.9,4.4,4,2
-9.5744,-0.0898,2.3296,-0.0281,-0.0073,-0.004,20.2,-30.9,4.4,4,2
-9.5074,-0.0838,2.3296,0.0061,0,-4.00E-04,20.3,-31,4.7,4,2
-9.5469,-0.0946,2.2805,-0.0092,-0.0024,0.0112,20.1,-30.9,4.6,4,2
-9.4691,-0.103,2.3104,-0.0147,-0.0043,0.0045,20.2,-30.9,4.4,4,2
-9.5074,-0.067,2.3044,0.0137,-0.0082,0.0105,20.2,-30.9,4.8,4,2
-9.4798,-0.0599,2.3367,-0.0041,-0.0058,1.00E-04,20,-30.9,4.5,4,2
-9.4918,-0.0503,2.2422,-0.0108,0.0016,-0.0011,19.9,-31,4.4,4,2
-9.4978,-0.0994,2.3547,-0.0114,-0.0033,-0.0115,20,-31,4.6,4,2
-9.5481,-0.1329,2.3703,0.0082,9.00E-04,-0.0023,20.4,-30.8,4.6,4,2
-9.4978,-0.1508,2.2625,0.0155,-0.0094,0.0056,20.3,-30.8,4.7,4,2
-9.4822,-0.0718,2.4253,2.00E-04,0.0138,-0.0078,20.1,-30.9,4.5,4,2
-9.4487,-0.1077,2.3212,0.0051,-9.00E-04,-0.0115,20.3,-30.9,4.6,4,2
-9.4966,-0.1149,2.2565,-0.0108,-0.0027,0.0038,20.2,-31,4.8,4,2
-9.4954,-0.0706,2.2913,0.0118,-0.007,0.0075,20.2,-30.9,4.6,4,2
-9.4966,-0.0766,2.3236,0.013,0.0034,0.0142,20.3,-31,4.4,4,2
-9.5002,-0.0227,2.3427,-0.0151,-0.0046,-0.0011,19.9,-31,4.5,4,2
-9.5158,-0.0455,2.296,0.0137,0.0083,0.0032,20,-31,4.5,4,2
-9.4691,-0.0192,2.3343,0.0051,-0.01,0.0075,19.8,-31,4.3,4,2
-9.4834,0.0299,2.2877,-0.0059,-0.0052,-5.00E-04,19.7,-31.1,4.3,4,2
-9.4535,-0.0036,2.2541,0.0051,0.0089,-0.0048,19.7,-31.3,4.2,4,2
-9.5577,0.1245,2.2745,-0.026,-0.0198,-0.0029,19.5,-31.3,4.2,4,2
-9.3948,0.0204,2.3607,-0.0193,-0.0052,0.0056,19.5,-31.3,4.2,4,2
-9.5481,0.0682,2.2769,0.0155,-0.0088,-0.0292,19.6,-31.2,4,4,2
-9.5062,0.0192,2.3439,-0.0175,-0.0113,0.0032,19.7,-31.2,4.4,4,2
-9.487,0.0263,2.314,-0.0071,-0.007,-0.0023,19.6,-31.2,4.4,4,2
-9.4751,0.0144,2.314,-0.0108,-0.0082,-0.0066,19.7,-31.2,4.4,4,2
-9.5122,-0.0108,2.3607,0.0021,-0.0027,0.0117,19.8,-31.1,4.2,4,2
-9.4032,-0.0383,2.3739,0.0094,-0.0064,0.0087,19.7,-31,4.3,4,2
-9.4367,0.0048,2.3906,-0.0138,-0.0088,-0.0035,19.7,-31.1,4.3,4,2
-9.4703,0.0395,2.4134,0.0198,-0.0082,-0.0158,19.5,-31.2,4.3,4,2
-9.329,-0.0132,2.484,0.0485,-0.0076,0.0209,19.5,-31.2,4,4,2
-9.5972,0.1365,2.3056,-0.0175,0.0144,0.0154,19.7,-31.1,4.7,4,2
-9.5936,0.0227,2.2422,0.0051,-0.0064,-0.0011,19.6,-31.1,4.9,4,2
-9.4679,0.1353,2.2278,-0.0022,-0.007,0.002,19.5,-31.1,5.3,4,2
-9.5253,0.1233,2.3224,0.0021,0.004,-0.009,19.3,-30.7,4.9,4,2
-9.4008,0.0982,2.3739,0.054,0.0095,-0.0274,19,-30.7,4.1,4,2
-9.5397,0.067,2.3786,-0.1036,-0.0192,0.0423,19,-30.8,3.9,4,2
-9.5325,0.1413,2.2817,-0.0181,-0.01,0.013,19.1,-30.8,3.8,4,2
-9.4894,0.085,2.411,0.0161,0.0022,-0.0023,19.2,-30.8,4,4,2
-9.4391,0.0658,2.49,0.0228,0.0028,-0.0121,19.3,-31,3.9,4,2
-9.3649,0.0515,2.4301,0.0204,0.0126,0.0013,19.2,-31,3.7,4,2
-9.493,0.0742,2.4157,-4.00E-04,0.0064,-0.0011,19.3,-30.9,4.1,4,2
-9.4535,0.1018,2.4636,0.0216,0.0058,-0.0023,19,-31,4,4,2
-9.4547,0.1293,2.399,-0.0016,-0.0015,-5.00E-04,19.1,-31,4.3,4,2
-9.5122,0.1413,2.411,0.0045,-0.0052,-0.0023,19.5,-31,4.7,4,2
-9.5277,0.1472,2.4193,0.013,-0.0033,0.0032,19.2,-31.1,4.7,4,2
-9.4858,0.164,2.2625,-0.0236,-0.0058,-0.0078,19.1,-31.1,5,4,2
-9.5181,0.1305,2.3966,2.00E-04,0.0046,-0.0066,19.1,-31.3,4.9,4,2
-9.4834,0.1101,2.3679,0.0039,-0.0015,-0.0121,19.1,-31.5,4.7,4,2
-9.4894,0.1413,2.3762,0.0106,-9.00E-04,0.005,19.3,-31.5,4.5,4,2
-9.487,0.1712,2.4565,-0.0047,3.00E-04,1.00E-04,19.2,-31.7,4.9,4,2
-9.4511,0.1832,2.3451,-0.0089,0.0016,7.00E-04,19.3,-31.5,4.7,4,2
-9.402,0.152,2.308,0.01,-0.0039,-0.0035,19.2,-31.6,4.7,4,2
-9.4523,0.1736,2.314,0.0277,0.0064,-5.00E-04,19.1,-31.5,4.9,4,2
-9.4583,0.176,2.4086,0.0069,0.0028,-0.006,19.2,-31.5,5,4,2
-9.4176,0.2023,2.3523,0.0045,0.0052,-0.0078,19.2,-31.6,4.9,4,2
-9.4212,0.1915,2.3463,-0.0144,0.0052,0.0117,19.3,-31.7,4.9,4,2
-9.4954,0.2059,2.381,-0.0047,0.0058,-0.0078,19.2,-31.6,4.7,4,2
-9.4667,0.2011,2.4636,0.024,0.0058,-0.0066,19.1,-31.6,4.5,4,2
-9.5301,0.182,2.3631,-0.0071,-0.01,0.0056,19.2,-31.5,4.5,4,2
-9.5098,0.1508,2.3631,0.0027,3.00E-04,0.0123,19.3,-31.5,4.6,4,2
-9.481,0.1664,2.4181,0.021,0.0058,-0.0054,19.2,-31.5,4.7,4,2
-9.4703,0.2274,2.3727,0.0021,-0.0021,-0.0097,19.2,-31.6,4.8,4,2
-9.4439,0.1927,2.3439,-0.0108,-0.0107,-0.0133,19.1,-31.6,4.8,4,2
-9.4834,0.1532,2.3343,0.0082,-0.0027,-0.0109,19.2,-31.6,5,4,2
-9.4463,0.1556,2.3571,0.0106,0.0034,1.00E-04,19.3,-31.5,4.8,4,2
-9.505,0.1221,2.3367,-0.0034,0.0058,-0.0035,19.2,-31.6,4.8,4,2
-9.426,0.1209,2.4373,0.0033,-9.00E-04,-0.0151,19.3,-31.5,4.9,4,2
-9.4332,0.1173,2.3822,0.0192,-0.0058,0.0044,19.3,-31.6,4.7,4,2
-9.4763,0.1257,2.3619,-0.0199,-0.0107,-0.006,19.3,-31.5,4.7,4,2
-9.5229,0.0946,2.3918,0.0149,-0.0076,0.0026,19.5,-31.5,4.7,4,2
